被评人工号,一级组织,二级组织,三级组织,四级组织,五级组织,六级组织,被评人问卷,关系,评估人工号,理解公司战略并洞察本领域的内外部环境，识别风险点和挖掘业务增长的机会点,根据年度战略规划进行系统思考，梳理本部门的策略和重点工作事项，并制定具体可执行的计划,根据部门重点工作目标和资源现状，平衡效益和风险，在工作中做出正确判断和行动，快速推动战略落地,主动识别和记录业务管理中遇到的问题和挑战，创造性地提出改进设想并推动落地,在日常工作中，积极采取新措施和尝试新方法，持续提升工作效率,积极倾听部门成员的创新想法，建立激励机制，奖励成功实施创新想法的个人或团队，同时认可那些虽未成功但勇于尝试的创新行为,主动地学习、理解和尊重不同文化，持续提升自身的国际化视野,认识到不同视角、立场或文化带来的价值和风险，结合对各地区差异的理解，形成合理的管理机制,有效地发挥跨部门影响力，链接跨部门资源，推进复杂问题的解决,把响应客户需求作为首要任务，积极倾听，快速响应内外部客户的需求,帮助内外部客户解决问题，确保最终的产品或服务让客户满意,深入洞察，持续跟踪内外部客户需求及满足情况，建立稳定良好的客户关系,主动探索和学习本领域相关的数字化技术、AI等，引入至部门工作中，有效提升工作效率,积极参与公司数字化项目，助力公司数字化变革成功,根据部门目标，制定部门内部及跨部门的工作流程和沟通协作机制，促进工作高效开展,梳理部门成员能力现状，合理规划人才队伍，建立人才梯队,为部门设立高绩效标准，通过授权、激励、辅导等形式，挖掘员工潜力，带领部门持续打胜仗,在部门内营造良好的学习氛围，结合部门需求与员工的发展意愿，为团队成员提供多样的学习和挑战机会,对员工表现给予及时反馈，表扬优秀与进步，对于不足之处提供合理的改进建议，从而帮助员工持续提升工作表现与能力,主动识别需要完成的任务并积极采取行动，不会被动等待他人的要求,以结果为导向，并能够在过程中合理规划人力、时间、预算等各项资源，及时跟进落地情况，不断推动结果达成,深刻理解公司文化内涵，以身作则，积极践行并主动传播文化价值观，保持其日常行为与价值观导向高度一致,重视文化建设，关注员工体验，将部门日常工作与公司文化紧密结合，积极参与并推进文化传播活动，表彰积极践行文化的行为，在部门内营造良好的文化氛围,以坦诚精神、言出必行和公开透明的作风，建立与同事间的信赖和信任感，构建简单、互信、尊重、友爱的人际关系,自觉维护团结，能够顾全大局，多帮助多补位,树立“合规”意识，带头践行合规文化，将合规理念贯穿于日常经营行动的每一个环节,杜绝官僚主义作风，不拉帮结派，不搞权力斗争，不任人唯亲，不默认、纵容下属的任何迎合和奉承行为,树立道德高线，严守纪律底线,请列举2-3个您认为被评估人表现出色并值得他人学习的行为。,请指出2-3个您认为被评估人有可发展空间的方面，并提供具体的发展建议。,您对被评估人的其他建议？,司龄,年龄,直接下属人数,上一次晋升时间,一级序列,二级序列,去年年度绩效数据
10036280,制造体系,总部交付中心,运营管理部,运营管理组,,,执行层,协同方,10000974,5,5,5,5,4,5,5,5,4,5,5,5,,,,,,,,5,5,5,4,5,5,5,5,5,积极主动，善于发现问题。,无,细节跟进，落实到位。,1.8,35,0,,行政管理,综合行政,B+
10036280,制造体系,总部交付中心,运营管理部,运营管理组,,,执行层,协同方,10000859,4,4,4,4,4,5,5,4,4,4,4,4,,,,,,,,5,4,4,4,4,4,4,5,5,主动跨部门沟通,考虑问题可以更全面一点,无,1.8,35,0,,行政管理,综合行政,B+
10036280,制造体系,总部交付中心,运营管理部,运营管理组,,,执行层,协同方,10000367,4,5,4,4,3,4,4,4,5,5,5,4,,,,,,,,4,5,5,5,5,4,5,5,5,"1、具备丰富的精益管理经验
2、思路清晰，注重工作条例","1、拉通各业务单元，以文化牵引存进组织发展
2、组织内数据治理，减少人工统计",无,1.8,35,0,,行政管理,综合行政,B+
10036280,制造体系,总部交付中心,运营管理部,运营管理组,,,执行层,下级,10037808,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,4,4,4,"1、对工作有很高的要求；
2、擅长与人沟通并建立较好关系；","1、严于律己，尤其是面对下属；
2、多鼓励员工自由表达意见，哪怕自己可能认为是片面甚至错误的，也要对下属积极思考并提出看法给予肯定。",无,1.8,35,0,,行政管理,综合行政,B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,上级,10002732,3,4,4,3,3,4,3,5,4,5,4,4,3,3,4,5,4,4,5,4,4,4,4,5,5,4,4,5,"1.对于规划好的事项能够按期推进工作完成，不拖延。
2.具备较好的沟通能力，团队成员稳定，组织氛围良好。","1.提升风险识别敏锐度，严格按照文件要求实施风险管控。
2.提升团队质量改进意识，积极协调各方资源推进TOP问题解决。
3.强化人才梯队建设，培养专业技术人才和管理人才。",无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10022081,4,5,4,5,4,3,2,4,5,5,5,2,4,3,5,5,4,3,5,4,4,5,5,4,5,5,5,5,和善，没有官僚主义，对待员工亲和，好说话，做事有底线,暂无,暂无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10029205,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1，积极学习吸收新事物，2，帮助下属解决日常工作、生活中一些问题。,暂无,暂无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10029565,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,"1.对待员工亲切
2.知识面范围广
3.专业领域强",无,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10030592,5,5,5,5,4,5,4,3,5,5,5,5,3,3,5,5,5,5,5,4,5,5,5,5,4,4,4,5,工作中贯彻公司规章制度，理论知识丰厚，对待下属有耐心,暂无,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10030971,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,4,5,5,4,5,4,5,5,4,5,5,5,"1、质量为先
2、遵守公司规章制度
3、善于用人",无,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10037535,4,5,5,4,4,4,3,4,5,3,3,1,3,3,5,4,5,4,5,5,4,5,3,5,4,5,5,5,"对待员工公平公正，不偏袒
对于员工不足之处给予点评并规划学习计划帮助员工提升自身能力",暂无,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10037536,5,5,4,5,5,4,4,5,4,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,4,4,5,5,"1、沟通充分，会对责任人进行多方面沟通进行综合处理
2、会主动询问下属相关情况再做出决策","1、在人才授权方面投入更多关注
2、保持更加独立和慎重的判断",无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,下级,10037615,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,关心下属的工作状态，任务下发明确,开展更多培训,建议多开展团建活动,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10001590,4,4,4,5,4,4,4,5,4,5,5,5,,,,,,,,4,5,4,4,5,4,5,5,5,"1、国内分工厂需要管理人员负责的时候主动申请，一直在开拓新工厂的工作中；
2、和内外部门同事工作的时候都是非常认真对待；","1、工厂级别的管理需要提升，提升影响力；
2、外语能力建议提升",无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10007217,5,4,5,5,5,5,4,5,5,5,4,4,,,,,,,,5,4,5,4,5,5,5,5,5,一直站在其他团队或是客户角度考虑，为整个供应链条的推动做出了贡献,无,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10009214,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,对待本职工作认真细致，严格遵守规章制度，针对质量问题比较严谨责任心值得全员学习。,具备良好的职业素养与岗位基础能力，学习意愿与执行力良好，具备稳定培养和晋升发展的潜力。后续持续强化问题根源分析、前置预防、数据复盘、闭环推进、主动改善五项能力，可有效提升个人专业高度，更好地支撑部门品质稳定与持续改善。,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10011982,5,5,5,4,5,5,4,5,5,5,4,5,,,,,,,,4,5,4,5,5,5,5,5,5,业务场景经验丰富，,对产品功能特性需要进一步了解,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10016080,4,5,4,5,4,4,4,4,4,5,5,4,,,,,,,,4,5,5,5,4,4,5,4,5,"1、责任心强，主动担当；
2、严谨细致，注重质量","1、创新优化余主动突破意识不足；发展建议：在完成基本本职工作后，多复盘现有工作流程，主动思考提质增效的优化方案
2、主动沟通余问题反馈意识需提升；工作遇到难点、卡点时，主动及时对接上级及协作同事；",无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10021384,4,4,5,5,5,4,4,4,5,4,5,4,,,,,,,,5,5,4,5,5,5,4,5,5,"1. 在项目中，面对突发的技术难题，范子旋主动沟通联系协同资源，在一周内提出解决方案，使项目按时交付，这种迎难而上的钻研精神值得学习。
2. 日常工作中，他坚持整理工作纪要并分享给团队，帮助新同事快速熟悉业务流程，这种乐于分享的习惯提升了团队整体效率。","可发展空间： 跨部门沟通的主动性以及工作汇报的条理性。
发展建议： 建议在项目推进过程中，更主动地与上下游部门对齐进度，减少信息差；同时，建议在汇报工作时采用“结论先行”的结构，提升沟通效率。","目前暂时没有其他特别建议，希望继续保持当前的工作热情和积极态度，期待未来有更多的合作机会。
",18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10036860,5,4,5,5,5,5,5,4,5,5,5,5,,,,,,,,5,4,4,4,5,4,4,4,5,对工作负责，跨部门沟通,无,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,协同方,10042268,3,4,4,2,3,3,2,2,3,5,5,5,,,,,,,,3,4,4,5,5,5,5,4,4,工作经验丰富，熟悉公司产品、对公司忠诚度高。,境外交流、学习新事物方面有待提高。,以后工作更好的配合，多多交流。,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000455,制造体系,总部交付中心,国内分工厂,涡阳工厂,品管部,,执行层,自己,10000455,5,4,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,"1.自身能够以身作则，拒绝外部诱惑，有较强合规意识
2.能够换位思考，主动去克服困难、解决问题",业务能力还需继续提升，提升自身的沟通技巧。,无,18,35,8,2/2/2026,质量,质量检验(QC),B+
10000473,阳光氢能,项目管理部,,,,,执行层,上级,10011587,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1.积极担当；2.团队培养,1.产品知识；2.内部沟通,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,下级,10012297,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"1、能扛事不甩锅，敢于担当：部门刚成立那会儿，ACME项目一堆烂摊子，跨部门推来推去。胡总从来不慌，该拍板拍板，该兜底兜底。尤其在资源紧张的情况下，自己下场干两个项目，他让我知道：当领导不是光发号施令，关键时候得自己先顶上去。

2、善于赋能下属，激发潜能：胡总充分信任团队，敢于交任务、压担子。他很少直接给“标准答案”，而是引导我们思考。给我们试错的空间，比如起草项目管理制度，他让我们先出方案，他在后面兜着。这种“你不是替我干活，是你自己干”的感觉，让人觉得被信任，成长也确实快。

3、处理冲突格局高，顾全大局：项目上遇到扯皮，他从不纠结“谁对谁错”，而是首先问“对项目好不好、对公司风险大不大”。跟他做事久了，我也学会看长远、看闭环，不陷在局部细节里。这本事，我觉得非常值得跟学。
","1、建议进一步加强“拒绝的艺术”：胡总是一位结果导向的领导，为了项目成功常常扛下许多额外压力和工作量。建议在资源极度紧张或需求边界模糊时，可以更果断地向相关方“Say No”或将压力向上传递，避免团队陷入长期的救火模式，这其实是对团队更长远的保护。

2、事后多说两句“暖心话”，对团队的情绪“托底”：胡总在处理具体业务瓶颈时能力很强，但在团队成员面临高强度挫折或跨部门激烈冲突后，如果能在解决完事情后，再多花几分钟进行“情绪复盘”和安抚，毕竟团队里的【软妹】还挺多，这样团队的安全感和凝聚力会更上一个台阶呦。",暂时没有。胡总是个实干型领导，项目管理部从0到1，基本是他带着我们几个硬干出来的。希望之后他能继续带着我们，把流程拉得更顺、把梯队建起来，让每个人都能找到自己往上走的路。,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,下级,10044685,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,"1、在工作中，具有创新性，能够及时发现项目管理中的漏洞和缺口，主动进行流程和制度的起草，填补工作的空白。
2、积极主动，面对项目存在的问题，能及时发现，主动牵头寻求解决方案。",1、多多开展培训，将自己的见识、能力、经验分享给其他同事，带动大家一起学习和进步,多多开展跨部门的培训，分享自己的经验和见识。,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10000645,4,4,4,4,4,3,5,5,4,4,4,4,,,,,,,,4,5,4,3,4,4,5,5,4,工作交集不多，无法评价,工作交集不多，无法评价,工作交集不多，无法评价,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10000731,5,5,5,5,5,5,4,5,4,4,5,5,,,,,,,,5,5,5,4,5,5,5,5,4,工作主动积极，对于责任模糊的任务，能够积极补位。主动承担,在项目管理中需更多参与营销端的过程决策，从源头把控，避免达不成客户期望,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10000939,4,4,4,4,4,4,5,4,4,4,5,4,,,,,,,,4,4,4,4,4,4,5,4,5,"学习能力强
组织协调能力强
","加强客户需求的倾听
加强专业技术方面能力的提升",加强项目复盘，优化项目管理流程和堵点，加强客户端的联系,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10001431,4,4,3,4,4,4,4,5,4,4,4,4,,,,,,,,4,5,5,4,4,4,5,4,5,"1、工作责任心较强，持续推动项目管理工作，改善项目交付。
2、沟通能力较强，善于言辞和表达。","1、从事多年商务工作，善于沟通可以继续在市场方向发展。
",1、在跨部门沟通协助方面，基于业务发展的需求多承接相关需求。,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10001476,4,4,5,4,4,4,5,4,5,5,5,5,,,,,,,,4,4,5,5,5,5,4,4,5,跨部门协调,无,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10002257,5,5,5,5,5,4,5,5,5,5,5,4,,,,,,,,5,5,5,5,5,5,5,5,5,敢于迎接挑战，承担责任,提升改善沟通技巧和沟通方式,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10006075,4,3,4,3,3,2,4,3,3,3,3,3,,,,,,,,3,4,4,3,4,3,3,4,3,积极沟通，跨领域沟通能力强。,多创新，多思考，不拘囿于现有的经验，结合氢能行业新情况，创造性的提出一些新的管理突破思路并勇于尝试。,多换位思考，不过于快速下结论。,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10007223,4,4,5,4,4,4,5,5,5,5,4,3,,,,,,,,4,4,4,4,3,4,4,4,5,积极主动，敢于承担,沟通方式可以改善,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10008507,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,4,4,5,4,4,4,4,4,5,"1、对内催货的主动推动与闭环跟进意识；
2、客户与项目端的双向交付意识较强。","1、对内催货的结构化推动能力；
2、进一步提高配合招标标或报价能力。",增强服务意识和界面，对交付要预警和解决能力。对配合招投标方案和报价能优化。,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10009019,5,5,5,3,5,4,4,3,5,5,5,3,,,,,,,,4,4,5,4,4,4,5,5,5,"细化交付管理流程，推进项目交付顺利进行
",强化内部交付管理，提升影响力,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10012884,3,4,4,4,4,5,5,4,4,4,4,3,,,,,,,,4,4,5,4,5,4,4,3,4,不回避问题，不逃避责任，能够积极主动、协同推进问题解决；有格局观；,不武断发表意见，虚心听取他人的认知。,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10014681,4,3,3,4,5,4,5,3,4,4,3,4,,,,,,,,5,4,4,4,4,3,4,4,4,1、积极协调各方资源加快战略落地；,结合氢能实际情况开展项目管理相应工作内容。,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10017878,4,5,5,4,4,4,4,5,5,4,5,4,,,,,,,,4,4,5,5,5,5,4,5,5,"项目节点拆解清晰、排期合理，全程进度把控到位，能有效规避延期风险。
善于联动技术、采购、施工等多方，高效解决现场及流程卡点，推动事项闭环落地",项目启动前细化范围、节点、资源、风险四大维度策划，梳理潜在卡点清单；完善前期交底机制，把问题前置规划，减少施工及执行中的临时变更,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10020805,4,4,4,5,4,4,5,4,4,4,4,5,,,,,,,,4,5,5,4,4,4,5,5,4,"高效的跨部门沟通；
交付项目管理紧扣时间节点；
",对交付项目各个环节时间节点的管理,暂无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10021478,3,4,3,4,4,3,4,3,4,4,4,4,,,,,,,,3,4,4,4,4,5,5,3,4,在开展交付项目工作中积极组织协调推进目标达成,项目管理过程中节后前后道关系把控项目风险，识别卡点有效解决,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10023163,5,5,5,5,5,3,5,5,5,5,5,5,,,,,,,,5,5,5,3,4,5,5,5,5,"1、主动积极
2、结果导向
3、公司利益为先","1、项目执行力上要发挥绝对主导地位，刚性考核
2、定期在领导层小范围内开项目复盘会，高频暴露问题",不要怕得罪人，一切为了公司，干就完了,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10035203,4,4,4,3,4,4,4,4,4,3,3,4,,,,,,,,3,3,4,3,4,4,4,5,5,认证负责，有担当，有经验,拥抱AI,无,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,协同方,10046346,5,5,4,3,3,3,3,3,4,5,4,4,,,,,,,,4,3,3,3,4,4,3,5,5,主动提出项目运行交付中可能出现的风险，并且带头识别负责人并持续跟进，ACME，ACWA项目中的交付（火山岩母线方案）以及（ACWA大修方案）都积极沟通部门间信息并促成结果达成,团队本地化程度不够，对外交流的能力还需提升，弥补目前销售/技术补位的现状，持续提高团队竞争力,继续保持对海外热舞的热情,18.3,45,5,,产品与研发,产品,B+
10000473,阳光氢能,项目管理部,,,,,执行层,自己,10000473,5,5,4,4,5,4,5,5,5,4,4,5,5,5,5,5,4,3,4,5,5,4,3,5,5,4,5,5,执行力比较强，能根据实际情况在自己职责范围内进行快速决策。遇事不推诿，等候，主动寻找解决方案。,继续加强管理经验和知识的学习。,无,18.3,45,5,,产品与研发,产品,B+
